ID,sex,race,educ,yob,hhincome2021,parent_edu
6587,male,hispanic,HS,1984,10000,less than HS
6588,female,black,HS,1980,42943,HS
6590,female,black,HS,1984,7000,less than HS
6591,female,black,GED,1980,3433,HS
6592,female,black,GED,1984,0,HS
6593,male,hispanic,HS,1984,15000,HS
6595,male,black,GED,1983,24000,HS
6597,male,black,HS,1980,0,less than HS
6601,female,black,BA,1983,174020,less than HS
6603,female,hispanic,BA,1983,128000,less than HS
6604,male,hispanic,MA,1984,115000,less than HS
6605,female,hispanic,None,1984,106000,less than HS
6607,male,hispanic,HS,1983,245000,less than HS
6608,male,hispanic,HS,1980,105000,less than HS
6609,male,hispanic,AA,1982,183986,less than HS
6610,male,hispanic,None,1983,97257,less than HS
6611,male,hispanic,None,1980,69286,less than HS
6613,male,hispanic,None,1984,2500,less than HS
6615,female,hispanic,HS,1984,69977,less than HS
6616,female,hispanic,BA,1981,6000,BA or more
6617,female,hispanic,AA,1984,23544,BA or more
6618,female,hispanic,HS,1984,42500,less than HS
6619,male,hispanic,BA,1984,52971,less than HS
6620,male,hispanic,AA,1980,96000,less than HS
6621,male,hispanic,HS,1982,180000,Some college
6622,male,hispanic,GED,1984,128000,Some college
6623,male,hispanic,BA,1981,64000,less than HS
6624,female,hispanic,BA,1980,129200,less than HS
6625,male,hispanic,HS,1984,76000,less than HS
6626,female,hispanic,AA,1980,75000,less than HS
6627,female,hispanic,GED,1982,119600,less than HS
6628,female,hispanic,GED,1983,115000,less than HS
6630,male,hispanic,BA,1983,0,less than HS
6631,female,hispanic,HS,1980,60000,less than HS
6632,female,hispanic,HS,1982,265000,less than HS
6633,female,hispanic,HS,1982,80000,BA or more
6635,female,hispanic,BA,1983,112029,Some college
6636,female,hispanic,BA,1982,261200,Some college
6638,female,hispanic,MA,1984,250000,Some college
6644,male,hispanic,GED,1984,45000,less than HS
6645,female,hispanic,HS,1983,96491,less than HS
6646,female,hispanic,GED,1984,12000,less than HS
6647,male,hispanic,AA,1983,238000,Some college
6648,female,hispanic,BA,1984,80050,Some college
6649,female,hispanic,None,1982,52636,less than HS
6650,female,hispanic,None,1983,25816,less than HS
6652,female,black,HS,1984,19000,HS
6657,male,hispanic,HS,1981,220000,less than HS
6659,female,hispanic,HS,1983,20000,less than HS
6661,male,hispanic,None,1983,65199,Some college
6662,male,hispanic,HS,1984,105950,Some college
6670,male,hispanic,GED,1980,0,less than HS
6671,female,hispanic,HS,1984,199000,HS
6672,male,hispanic,HS,1981,116000,less than HS
6674,male,hispanic,BA,1981,92000,less than HS
6676,male,hispanic,HS,1981,85000,less than HS
6679,male,hispanic,HS,1982,170000,less than HS
6683,male,hispanic,MA,1983,150000,less than HS
6684,male,hispanic,GED,1980,50000,less than HS
6685,male,black,AA,1982,90000,BA or more
6687,female,black,HS,1980,37500,HS
6689,female,hispanic,HS,1983,0,HS
6690,male,black,GED,1981,95000,less than HS
6692,female,hispanic,BA,1980,188000,less than HS
6693,male,black,HS,1983,130000,HS
6695,male,hispanic,BA,1980,120147,HS
6696,female,hispanic,None,1983,40300,HS
6697,male,hispanic,HS,1984,70000,BA or more
6700,female,hispanic,HS,1982,65393,less than HS
6701,male,hispanic,None,1984,0,less than HS
6703,male,hispanic,BA,1980,54000,less than HS
6706,female,hispanic,MA,1982,317100,less than HS
6708,male,hispanic,HS,1982,65000,less than HS
6710,male,hispanic,HS,1982,71000,less than HS
6715,male,hispanic,None,1981,6000,less than HS
6716,female,hispanic,BA,1981,132000,Some college
6717,male,hispanic,BA,1981,104000,HS
6718,female,hispanic,BA,1984,50000,less than HS
6719,male,hispanic,MA,1984,56000,less than HS
6721,female,hispanic,MA,1981,218000,Some college
6724,male,hispanic,GED,1984,10000,Some college
6727,female,hispanic,HS,1980,95000,HS
6728,male,hispanic,HS,1981,200000,HS
6730,female,hispanic,BA,1984,177000,HS
6732,male,black,BA,1984,92500,BA or more
6733,male,black,BA,1980,0,BA or more
6734,male,hispanic,HS,1984,50000,HS
6735,female,hispanic,HS,1981,0,HS
6738,male,hispanic,BA,1980,251000,BA or more
6739,male,hispanic,HS,1983,275000,Some college
6741,female,hispanic,HS,1984,45000,less than HS
6744,male,hispanic,HS,1981,120000,less than HS
6748,female,hispanic,HS,1982,17429,HS
6749,female,hispanic,HS,1983,76223,HS
6750,female,hispanic,HS,1981,25000,BA or more
6751,female,hispanic,HS,1983,45200,BA or more
6753,female,hispanic,HS,1984,99600,HS
6755,male,hispanic,BA,1984,148300,Some college
6756,female,hispanic,ProfD,1984,300000,HS
6759,male,hispanic,GED,1980,151214,less than HS
6760,female,hispanic,AA,1981,19857,less than HS
6762,male,hispanic,HS,1983,12000,less than HS
6763,female,hispanic,None,1982,30000,HS
6765,female,hispanic,HS,1984,46000,less than HS
6769,female,hispanic,AA,1980,82934,less than HS
6771,female,hispanic,MA,1980,80000,HS
6773,male,hispanic,BA,1984,110000,BA or more
6774,female,hispanic,HS,1984,45000,HS
6777,female,hispanic,None,1983,64600,Some college
6780,male,hispanic,None,1983,225000,less than HS
6781,female,hispanic,BA,1981,60000,less than HS
6782,female,hispanic,MA,1984,203000,less than HS
6784,male,hispanic,HS,1984,1200,less than HS
6785,female,hispanic,HS,1981,100000,less than HS
6786,female,hispanic,HS,1982,45271,less than HS
6788,female,hispanic,HS,1981,28000,HS
6789,male,hispanic,HS,1984,100000,less than HS
6790,male,hispanic,None,1984,0,Some college
6791,female,hispanic,GED,1982,18000,less than HS
6792,male,hispanic,HS,1984,71687,less than HS
6793,female,hispanic,AA,1981,56000,less than HS
6794,female,hispanic,BA,1981,0,HS
6795,female,hispanic,MA,1984,50000,Some college
6796,male,hispanic,HS,1984,72000,HS
6797,male,black,GED,1982,65000,Some college
6798,male,black,ProfD,1982,198000,Some college
6799,female,hispanic,HS,1981,27000,less than HS
6803,female,hispanic,HS,1981,193002,Some college
6804,male,hispanic,HS,1984,50000,Some college
6805,female,hispanic,AA,1982,0,less than HS
6806,male,hispanic,HS,1981,130000,HS
6809,female,hispanic,HS,1984,44000,HS
6810,female,hispanic,HS,1980,40235,less than HS
6811,female,hispanic,None,1984,0,less than HS
6815,female,black,BA,1981,75000,HS
6816,male,black,HS,1982,17000,HS
6817,female,hispanic,HS,1981,0,less than HS
6820,female,hispanic,HS,1983,42000,less than HS
6821,female,hispanic,None,1982,34750,less than HS
6822,female,hispanic,None,1984,0,less than HS
6823,female,hispanic,HS,1982,110000,HS
6824,male,hispanic,BA,1981,0,less than HS
6825,female,hispanic,HS,1983,116457,less than HS
6826,male,hispanic,GED,1983,120000,Some college
6828,male,hispanic,AA,1981,115000,HS
6829,female,hispanic,ProfD,1983,175000,HS
6830,male,hispanic,HS,1982,77857,HS
6831,female,hispanic,HS,1984,92000,HS
6832,female,hispanic,HS,1980,59429,HS
6836,male,black,HS,1982,45000,BA or more
6838,female,black,MA,1981,105000,HS
6841,male,hispanic,None,1982,50000,HS
6842,female,hispanic,HS,1984,75000,HS
6846,male,black,HS,1984,55000,Some college
6850,male,hispanic,BA,1984,149000,BA or more
6851,female,hispanic,AA,1982,131000,less than HS
6854,male,hispanic,BA,1983,140000,HS
6861,male,hispanic,AA,1981,128329,Some college
6862,male,hispanic,HS,1984,0,BA or more
6863,male,black,HS,1981,110000,Some college
6865,male,black,GED,1982,0,BA or more
6866,female,black,MA,1980,73200,Some college
6867,male,black,HS,1984,20000,Some college
6869,female,black,HS,1980,52500,Some college
6870,male,black,HS,1982,62000,Some college
6871,male,black,HS,1984,75000,Some college
6872,male,black,HS,1982,41000,Some college
6874,female,black,ProfD,1981,267000,HS
6875,male,black,GED,1984,50000,HS
6878,male,black,HS,1981,55000,HS
6879,male,black,HS,1980,201491,HS
6881,female,black,GED,1982,37500,HS
6882,female,black,HS,1983,32000,HS
6884,female,black,BA,1980,123000,HS
6885,female,black,MA,1980,117000,HS
6888,male,black,MA,1981,230000,Some college
6889,female,black,BA,1984,285500,Some college
6890,female,black,HS,1983,70000,HS
6891,female,black,HS,1983,90000,Some college
6892,male,black,BA,1982,0,Some college
6893,female,black,HS,1980,10500,HS
6894,male,black,BA,1984,155000,less than HS
6895,female,black,AA,1980,35000,HS
6898,female,black,BA,1984,67000,HS
6900,female,black,HS,1980,40000,Some college
6901,male,black,HS,1980,23286,HS
6904,male,black,AA,1981,107500,BA or more
6905,female,black,HS,1984,10000,BA or more
6909,female,black,AA,1983,40000,less than HS
6910,male,hispanic,HS,1980,83329,HS
6911,male,hispanic,BA,1983,16000,Some college
6912,male,hispanic,AA,1983,82000,less than HS
6913,female,hispanic,HS,1983,113000,less than HS
6914,female,hispanic,GED,1980,30000,less than HS
6917,female,black,HS,1980,19700,less than HS
6918,male,black,GED,1981,0,Some college
6924,female,black,GED,1983,7000,Some college
6927,male,hispanic,HS,1983,58630,HS
6928,male,black,HS,1981,43000,HS
6930,female,hispanic,HS,1982,120000,less than HS
6932,male,hispanic,AA,1982,102000,Some college
6936,female,hispanic,HS,1983,18000,less than HS
6939,male,hispanic,HS,1981,147714,HS
6940,male,hispanic,HS,1983,65045,HS
6944,female,hispanic,PhD,1982,153400,BA or more
6945,female,hispanic,AA,1983,92413,less than HS
6946,female,black,GED,1981,17003,HS
6950,male,black,AA,1980,98000,BA or more
6951,female,black,BA,1980,178000,Some college
6953,female,black,BA,1984,36000,HS
6954,male,black,AA,1982,23236,Some college
6956,female,black,ProfD,1983,362100,BA or more
6957,male,black,HS,1981,10000,less than HS
6960,male,black,BA,1981,64000,HS
6961,male,black,HS,1984,41764,Some college
6964,female,black,BA,1984,124150,Some college
6965,female,black,HS,1984,3000,HS
6966,male,black,HS,1984,60000,BA or more
6967,female,black,HS,1983,45000,less than HS
6969,male,black,HS,1981,47000,Some college
6970,male,black,None,1983,7500,Some college
6971,female,hispanic,None,1982,37500,less than HS
6974,male,black,BA,1984,87000,BA or more
6975,male,black,HS,1984,55000,HS
6976,female,hispanic,None,1980,95000,less than HS
6977,male,hispanic,GED,1982,50000,less than HS
6978,female,hispanic,AA,1984,100000,less than HS
6979,male,black,None,1981,45000,less than HS
6980,female,hispanic,GED,1984,109000,less than HS
6981,female,hispanic,HS,1983,72770,Some college
6984,male,hispanic,GED,1981,78000,HS
6986,female,hispanic,BA,1984,134000,Some college
6988,male,hispanic,BA,1981,214000,Some college
6989,female,black,GED,1981,0,HS
6990,male,black,GED,1982,10180,HS
6991,female,black,GED,1984,0,HS
6992,male,black,GED,1982,0,BA or more
6996,female,hispanic,HS,1982,30655,less than HS
6997,male,hispanic,GED,1982,6000,less than HS
7000,female,hispanic,None,1984,36000,Some college
7001,male,hispanic,GED,1981,0,HS
7002,male,black,GED,1984,0,BA or more
7003,female,black,MA,1984,104000,HS
7004,female,black,AA,1982,150000,HS
7008,male,hispanic,HS,1982,20000,less than HS
7010,female,hispanic,HS,1980,136200,Some college
7011,female,hispanic,HS,1983,230000,HS
7012,female,hispanic,MA,1981,87000,Some college
7013,female,black,BA,1982,63000,HS
7014,female,black,HS,1980,19000,HS
7015,male,black,None,1983,75143,HS
7016,male,hispanic,GED,1981,65000,HS
7017,female,black,BA,1981,68000,Some college
7020,male,black,HS,1980,0,HS
7021,female,black,BA,1980,0,Some college
7024,female,black,None,1981,0,HS
7026,female,black,MA,1982,599728,Some college
7027,male,hispanic,GED,1981,50050,HS
7030,male,black,AA,1981,225296,HS
7031,male,black,GED,1983,0,HS
7037,female,black,MA,1980,235000,HS
7038,female,black,MA,1983,75000,HS
7039,male,black,GED,1983,27500,HS
7042,female,black,HS,1981,75000,Some college
7046,male,black,HS,1982,60000,BA or more
7047,male,black,GED,1982,50700,BA or more
7048,female,black,BA,1980,135600,HS
7049,male,black,GED,1981,11650,HS
7053,female,black,MA,1981,140000,HS
7055,male,hispanic,HS,1981,80000,less than HS
7056,male,hispanic,BA,1983,80000,less than HS
7059,female,black,HS,1983,40000,HS
7060,female,hispanic,MA,1983,250000,HS
7061,male,hispanic,HS,1980,95000,Some college
7064,female,hispanic,BA,1981,117001,HS
7065,male,black,None,1982,17500,HS
7066,female,black,HS,1980,10100,HS
7067,male,black,None,1981,0,Some college
7069,female,hispanic,BA,1981,110384,BA or more
7070,female,black,AA,1983,65000,BA or more
7072,female,hispanic,HS,1982,5066,less than HS
7077,male,hispanic,HS,1980,58000,HS
7078,male,hispanic,GED,1983,0,HS
7079,female,hispanic,AA,1980,39000,less than HS
7080,male,hispanic,BA,1981,599728,less than HS
7082,female,hispanic,MA,1980,227000,HS
7083,female,hispanic,BA,1982,310286,HS
7085,male,hispanic,GED,1981,15000,HS
7087,male,hispanic,None,1981,0,less than HS
7089,female,black,AA,1981,107000,less than HS
7090,female,black,HS,1982,70000,less than HS
7091,female,black,GED,1984,15000,less than HS
7093,male,black,HS,1984,72771,Some college
7094,female,black,GED,1980,27857,HS
7095,male,black,BA,1984,599728,Some college
7096,female,black,BA,1983,130000,BA or more
7097,male,black,HS,1983,0,BA or more
7098,female,black,AA,1981,48755,BA or more
7099,female,black,AA,1982,48057,BA or more
7100,male,black,HS,1984,120000,Some college
7101,male,black,HS,1982,25000,Some college
7102,male,hispanic,BA,1983,256250,HS
7106,female,black,GED,1980,50000,HS
7107,female,black,GED,1982,4800,HS
7108,male,black,HS,1983,250000,BA or more
7109,male,black,GED,1980,50000,HS
7111,female,black,BA,1981,287501,HS
7114,male,black,HS,1982,68900,HS
7116,male,black,GED,1984,0,HS
7117,female,black,HS,1984,140000,BA or more
7120,female,black,HS,1983,173000,Some college
7123,female,hispanic,AA,1984,70000,Some college
7124,female,black,HS,1981,128000,Some college
7125,female,black,HS,1981,104000,less than HS
7130,male,hispanic,AA,1980,165000,Some college
7132,female,hispanic,MA,1981,81000,BA or more
7135,male,hispanic,HS,1982,91000,HS
7136,female,hispanic,GED,1980,75000,less than HS
7137,female,hispanic,None,1983,31000,less than HS
7139,female,hispanic,GED,1981,7000,less than HS
7140,female,hispanic,GED,1983,53000,less than HS
7141,male,hispanic,GED,1980,30000,less than HS
7142,female,hispanic,HS,1984,63200,less than HS
7143,male,hispanic,BA,1983,65000,Some college
7149,male,hispanic,GED,1980,5000,HS
7150,male,hispanic,None,1982,0,HS
7151,female,hispanic,HS,1983,64000,Some college
7152,female,hispanic,HS,1980,79257,Some college
7153,male,hispanic,AA,1981,120000,HS
7154,female,hispanic,None,1981,10000,HS
7155,male,hispanic,BA,1980,228750,HS
7157,male,black,GED,1984,60000,BA or more
7158,female,hispanic,BA,1981,24000,HS
7160,male,hispanic,HS,1981,21000,less than HS
7162,female,hispanic,AA,1981,44000,Some college
7163,male,hispanic,BA,1983,599728,Some college
7164,female,hispanic,HS,1982,107000,BA or more
7165,male,hispanic,GED,1982,0,HS
7166,female,hispanic,MA,1984,109000,BA or more
7168,male,hispanic,HS,1980,180500,HS
7169,female,hispanic,GED,1983,7538,HS
7170,male,hispanic,HS,1980,108750,BA or more
7171,male,hispanic,BA,1982,206000,BA or more
7172,female,hispanic,None,1983,36200,HS
7177,female,hispanic,BA,1982,85000,HS
7178,female,hispanic,HS,1984,39000,less than HS
7180,female,black,HS,1980,17500,Some college
7181,male,black,BA,1982,138000,Some college
7182,female,black,MA,1980,150200,Some college
7183,female,black,BA,1982,75000,BA or more
7184,male,black,HS,1984,235000,BA or more
7185,female,hispanic,HS,1984,10000,BA or more
7186,male,black,BA,1981,100000,BA or more
7187,female,hispanic,BA,1980,50000,BA or more
7188,female,black,HS,1980,95000,BA or more
7190,male,hispanic,BA,1980,64000,less than HS
7192,female,hispanic,HS,1980,5247,less than HS
7193,male,hispanic,HS,1980,0,BA or more
7194,female,hispanic,MA,1981,180000,less than HS
7195,male,hispanic,HS,1983,85000,less than HS
7196,male,hispanic,MA,1980,105000,BA or more
7197,male,hispanic,BA,1981,235000,BA or more
7198,female,hispanic,MA,1982,260050,BA or more
7199,female,hispanic,HS,1984,51000,BA or more
7200,female,hispanic,BA,1981,209739,HS
7201,male,hispanic,HS,1981,150200,less than HS
7202,male,hispanic,HS,1983,47000,less than HS
7203,male,hispanic,HS,1984,0,less than HS
7205,male,hispanic,BA,1982,66000,Some college
7206,male,hispanic,BA,1982,173000,HS
7207,male,hispanic,HS,1981,50000,less than HS
7208,female,hispanic,HS,1982,7500,BA or more
7209,male,hispanic,HS,1984,104000,less than HS
7211,female,hispanic,BA,1981,131000,Some college
7212,male,hispanic,HS,1983,37500,Some college
7213,female,hispanic,HS,1982,125950,Some college
7214,male,hispanic,None,1984,5000,Some college
7215,female,black,HS,1983,78000,Some college
7217,female,black,BA,1981,105000,HS
7218,female,black,HS,1980,0,Some college
7219,male,black,HS,1980,58600,Some college
7220,male,hispanic,GED,1983,27000,HS
7221,male,black,MA,1983,200000,Some college
7224,male,black,HS,1981,94820,HS
7225,male,hispanic,BA,1980,144000,BA or more
7226,female,hispanic,BA,1984,160000,BA or more
7227,male,hispanic,None,1980,150000,less than HS
7228,male,hispanic,HS,1982,186686,less than HS
7229,male,hispanic,HS,1983,84000,less than HS
7230,female,black,None,1980,0,HS
7232,female,black,GED,1981,17500,HS
7234,male,black,None,1984,0,HS
7235,female,black,HS,1984,69000,Some college
7239,male,hispanic,HS,1981,60000,Some college
7240,female,hispanic,GED,1980,49000,less than HS
7241,female,hispanic,HS,1983,99000,less than HS
7243,female,hispanic,HS,1981,39500,less than HS
7244,female,hispanic,None,1984,63200,less than HS
7245,male,black,GED,1980,80000,HS
7246,male,black,HS,1981,200000,HS
7247,male,black,GED,1984,0,HS
7252,male,black,HS,1984,20914,HS
7253,male,black,GED,1983,7500,HS
7257,male,black,BA,1981,190000,BA or more
7258,female,black,BA,1982,175000,BA or more
7260,male,hispanic,GED,1980,120000,HS
7262,female,hispanic,HS,1984,193000,HS
7263,female,black,None,1980,18000,less than HS
7264,female,black,None,1981,1000,less than HS
7265,male,black,GED,1982,110000,less than HS
7266,male,black,None,1983,0,HS
7267,male,black,HS,1983,0,HS
7268,female,black,HS,1982,17124,BA or more
7269,female,black,BA,1983,5100,BA or more
7270,female,black,HS,1983,17500,BA or more
7271,male,black,HS,1984,85000,HS
7273,female,black,HS,1981,30000,HS
7275,female,black,AA,1984,16000,Some college
7276,male,black,GED,1982,30000,less than HS
7277,male,black,GED,1983,26000,less than HS
7278,male,black,BA,1983,95038,Some college
7280,male,black,HS,1982,0,HS
7284,female,hispanic,HS,1980,90000,BA or more
7286,female,black,MA,1983,52200,HS
7288,male,black,None,1984,0,Some college
7289,male,black,HS,1982,47371,HS
7290,male,black,BA,1982,110000,BA or more
7291,female,black,BA,1981,104000,Some college
7292,male,black,BA,1981,106000,Some college
7293,female,black,BA,1981,134000,BA or more
7294,female,black,BA,1984,42300,BA or more
7296,female,black,MA,1982,67000,HS
7297,male,black,None,1982,0,HS
7299,male,black,MA,1984,123600,HS
7300,male,black,None,1982,10235,HS
7302,female,black,HS,1984,35625,Some college
7303,female,black,MA,1981,38000,HS
7304,female,black,MA,1981,78000,Some college
7307,male,black,BA,1982,170000,less than HS
7310,male,black,GED,1980,0,HS
7311,male,black,HS,1981,15000,Some college
7312,male,black,HS,1984,38000,Some college
7314,male,black,HS,1984,93503,HS
7315,male,black,GED,1981,75000,Some college
7316,male,black,GED,1983,0,HS
7317,female,black,GED,1984,0,HS
7318,female,black,GED,1980,60000,HS
7319,female,black,None,1980,4812,less than HS
7321,female,black,HS,1983,19120,BA or more
7322,male,black,MA,1983,100000,BA or more
7324,female,black,MA,1981,140475,BA or more
7325,male,black,HS,1984,15000,HS
7326,male,black,None,1982,0,HS
7329,female,black,HS,1984,29000,HS
7330,female,black,MA,1982,96000,HS
7331,male,black,HS,1983,43000,HS
7333,female,black,HS,1980,74500,less than HS
7335,male,black,HS,1982,90000,HS
7336,male,black,BA,1983,89625,HS
7337,male,black,HS,1984,40000,Some college
7338,male,black,GED,1982,24000,less than HS
7339,male,hispanic,GED,1981,18000,HS
7340,female,hispanic,HS,1981,189000,less than HS
7343,male,hispanic,HS,1983,89000,HS
7344,female,hispanic,HS,1984,35000,HS
7345,male,black,GED,1982,50000,HS
7347,male,hispanic,HS,1982,65000,less than HS
7348,female,hispanic,BA,1982,90000,HS
7349,male,hispanic,GED,1980,66643,less than HS
7350,male,hispanic,AA,1981,50000,less than HS
7351,female,hispanic,BA,1984,58000,less than HS
7356,male,hispanic,AA,1982,34000,less than HS
7357,female,hispanic,HS,1981,52500,Some college
7358,male,hispanic,AA,1984,93000,Some college
7359,female,hispanic,HS,1984,87000,Some college
7360,male,hispanic,MA,1980,156614,BA or more
7361,male,hispanic,None,1983,60000,Some college
7362,male,hispanic,BA,1980,599728,BA or more
7364,male,hispanic,HS,1982,98000,less than HS
7365,female,black,AA,1980,37000,HS
7366,female,black,BA,1981,54803,HS
7367,female,black,AA,1982,40000,HS
7368,female,black,AA,1981,48000,HS
7369,male,black,HS,1981,145000,HS
7370,female,black,HS,1982,18000,HS
7371,female,black,BA,1984,36000,HS
7373,female,black,BA,1981,80000,HS
7375,male,black,GED,1983,20000,HS
7376,male,black,HS,1980,80300,HS
7377,male,black,GED,1981,40000,HS
7378,female,black,HS,1984,2100,HS
7380,female,black,AA,1983,65000,HS
7381,female,black,BA,1981,55500,Some college
7382,female,black,HS,1980,0,HS
7384,female,black,HS,1982,34000,HS
7385,female,black,MA,1980,50200,Some college
7386,male,black,BA,1982,65000,BA or more
7387,male,black,HS,1981,7500,BA or more
7388,female,black,BA,1984,60286,BA or more
7389,male,black,MA,1983,85000,HS
7390,female,black,MA,1982,125000,HS
7392,female,black,BA,1980,0,BA or more
7393,male,black,MA,1980,111599,BA or more
7395,female,black,MA,1984,169000,BA or more
7396,male,black,BA,1982,31000,HS
7397,male,black,None,1984,0,HS
7399,female,black,HS,1981,500,HS
7400,female,black,None,1982,13000,HS
7402,male,black,BA,1980,0,Some college
7403,male,black,HS,1984,10000,Some college
7404,female,black,HS,1984,53000,Some college
7405,male,black,GED,1980,90000,less than HS
7406,female,black,GED,1981,0,less than HS
7407,female,black,None,1984,61829,less than HS
7408,female,hispanic,HS,1982,58714,HS
7409,female,black,None,1982,0,less than HS
7411,female,black,HS,1984,0,less than HS
7412,male,black,AA,1983,298464,BA or more
7413,male,hispanic,HS,1980,100617,HS
7417,male,hispanic,GED,1983,36507,HS
7418,male,black,HS,1980,191000,Some college
7419,female,black,HS,1982,119000,BA or more
7422,female,hispanic,HS,1982,70000,less than HS
7423,male,hispanic,None,1983,15000,less than HS
7424,male,hispanic,GED,1980,37200,less than HS
7427,male,hispanic,None,1982,20000,HS
7429,female,hispanic,GED,1984,156143,HS
7431,male,hispanic,BA,1982,599728,BA or more
7432,female,hispanic,ProfD,1983,599728,BA or more
7434,female,hispanic,HS,1980,177700,Some college
7435,male,hispanic,HS,1983,75000,Some college
7436,male,hispanic,None,1981,0,less than HS
7438,female,hispanic,BA,1980,108085,less than HS
7439,male,hispanic,GED,1984,81000,less than HS
7443,female,hispanic,AA,1983,64000,less than HS
7444,female,hispanic,HS,1983,67000,less than HS
7445,female,hispanic,HS,1982,40000,less than HS
7446,female,hispanic,HS,1984,110000,less than HS
7451,male,hispanic,None,1980,75000,less than HS
7452,female,hispanic,HS,1984,113000,less than HS
7453,male,hispanic,HS,1983,44657,less than HS
7454,female,hispanic,HS,1981,145000,less than HS
7455,male,hispanic,HS,1982,158000,less than HS
7456,female,hispanic,HS,1982,10731,less than HS
7457,male,hispanic,AA,1982,75000,less than HS
7460,female,hispanic,BA,1980,107571,less than HS
7461,male,hispanic,HS,1980,47000,HS
7462,male,hispanic,GED,1983,0,HS
7464,male,hispanic,HS,1980,126000,less than HS
7467,female,hispanic,AA,1982,91200,less than HS
7468,female,hispanic,BA,1983,156000,less than HS
7469,female,hispanic,HS,1981,100800,less than HS
7470,female,hispanic,AA,1984,160000,HS
7471,male,hispanic,GED,1981,135000,less than HS
7473,male,hispanic,GED,1981,10000,less than HS
7474,male,hispanic,HS,1982,96250,HS
7476,male,hispanic,MA,1981,127971,less than HS
7478,female,hispanic,HS,1980,140000,less than HS
7479,female,hispanic,HS,1982,75000,less than HS
7480,female,hispanic,BA,1984,166000,less than HS
7482,female,hispanic,AA,1980,120000,HS
7483,male,hispanic,HS,1982,50000,less than HS
7484,male,hispanic,HS,1982,166250,BA or more
7487,female,hispanic,HS,1984,132441,HS
7488,male,hispanic,HS,1982,50000,HS
7489,female,hispanic,HS,1983,74286,HS
7491,female,hispanic,MA,1983,137500,Some college
7493,female,hispanic,HS,1981,23000,less than HS
7494,female,hispanic,HS,1984,35000,less than HS
7495,female,hispanic,HS,1982,159000,less than HS
7496,female,hispanic,HS,1980,57000,less than HS
7497,male,hispanic,AA,1983,134800,less than HS
7498,male,hispanic,None,1982,128000,less than HS
7499,female,hispanic,BA,1984,29297,less than HS
7502,male,hispanic,GED,1982,21000,less than HS
7503,male,hispanic,HS,1984,181330,HS
7504,female,hispanic,AA,1984,0,less than HS
7505,male,hispanic,HS,1983,92000,less than HS
7507,male,hispanic,BA,1982,81314,HS
7508,female,hispanic,GED,1984,52248,less than HS
7509,female,hispanic,AA,1983,75625,HS
7510,male,hispanic,HS,1983,144000,HS
7513,female,hispanic,GED,1982,70000,HS
7514,female,hispanic,HS,1982,10000,Some college
7516,male,hispanic,HS,1981,255000,less than HS
7517,female,hispanic,BA,1984,85493,less than HS
7518,male,hispanic,HS,1981,53000,less than HS
7521,female,hispanic,BA,1983,257500,less than HS
7522,male,hispanic,AA,1983,25000,HS
7523,male,hispanic,AA,1981,37500,less than HS
7525,female,hispanic,None,1980,12000,less than HS
7526,male,hispanic,None,1982,42000,less than HS
7527,female,hispanic,None,1984,13500,less than HS
7528,female,hispanic,HS,1980,100000,less than HS
7529,male,hispanic,HS,1982,129500,less than HS
7530,female,hispanic,HS,1981,100000,less than HS
7531,female,hispanic,AA,1981,170000,less than HS
7532,male,hispanic,None,1983,105000,less than HS
7533,female,hispanic,HS,1981,52500,less than HS
7534,female,hispanic,BA,1982,97143,less than HS
7535,female,hispanic,HS,1980,55000,HS
7536,female,hispanic,HS,1981,37280,BA or more
7537,male,hispanic,HS,1983,97000,less than HS
7539,female,hispanic,GED,1982,133571,less than HS
7540,male,hispanic,GED,1983,69380,less than HS
7541,female,hispanic,HS,1984,33000,less than HS
7543,female,hispanic,BA,1982,86500,less than HS
7544,male,hispanic,HS,1984,150000,less than HS
7545,female,hispanic,None,1982,72000,less than HS
7546,female,hispanic,AA,1983,124000,BA or more
7547,male,hispanic,HS,1984,38000,BA or more
7549,male,hispanic,HS,1981,97500,Some college
7550,male,hispanic,HS,1981,152000,Some college
7554,male,hispanic,HS,1981,100000,less than HS
7557,female,hispanic,HS,1983,10589,Some college
7558,male,hispanic,AA,1981,65000,less than HS
7559,female,hispanic,AA,1984,140000,less than HS
7560,male,hispanic,HS,1980,178000,BA or more
7564,male,hispanic,AA,1981,263943,Some college
7565,male,hispanic,BA,1984,81000,Some college
7568,male,hispanic,GED,1984,148000,BA or more
7571,female,hispanic,HS,1983,75000,less than HS
7574,female,hispanic,HS,1982,225100,HS
7579,female,hispanic,HS,1982,39000,HS
7581,male,hispanic,HS,1983,56000,less than HS
7583,male,hispanic,HS,1984,55000,HS
7584,female,hispanic,BA,1983,220000,Some college
7585,male,hispanic,HS,1980,36250,less than HS
7586,female,hispanic,HS,1982,0,less than HS
7590,female,hispanic,AA,1981,50771,Some college
7591,female,hispanic,BA,1982,201750,Some college
7592,female,hispanic,BA,1984,169500,Some college
7597,male,hispanic,HS,1981,56000,Some college
7598,female,hispanic,HS,1983,120000,Some college
7599,male,hispanic,HS,1984,120000,Some college
7600,male,hispanic,GED,1984,35000,less than HS
7601,female,hispanic,BA,1984,205071,less than HS
7608,female,hispanic,HS,1981,24662,less than HS
7609,female,hispanic,HS,1984,72257,HS
